,PMID,Publication Title,Authors,Publication Date,Journal,dbgap_accession,RADx Program,Study Name,Citations,IF,All PHS,Study Count
62,35313580,"COVID-19 Prediction using Genomic Footprint of SARS-CoV-2 in Air, Surface Swab and Wastewater Samples.","Solo-Gabriele HM, Kumar S, Abelson S, Penso J, Contreras J, Babler KM, Sharkey ME, Mantero AMA, Lamar WE, Tallon JJ Jr, Kobetz E, Solle NS, Shukla BS, Kenney RJ, Mason CE, SchÃ¼rer SC, Vidovic D, Williams SL, Grills GS, Jayaweera DT, Mirsaeidi M, Kumar N",2022 Apr 1,medRxiv : the preprint server for health sciences,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,3,,['phs002525'],1
63,35233546,System-wide transcriptome damage and tissue identity loss in COVID-19 patients.,"Park J, Foox J, Hether T, Danko DC, Warren S, Kim Y, Reeves J, Butler DJ, Mozsary C, Rosiene J, Shaiber A, Afshin EE, MacKay M, Rendeiro AF, Bram Y, Chandar V, Geiger H, Craney A, Velu P, Melnick AM, Hajirasouliha I, Beheshti A, Taylor D, Saravia-Butler A, Singh U, Wurtele ES, Schisler J, Fennessey S, Corvelo A, Zody MC, Germer S, Salvatore S, Levy S, Wu S, Tatonetti NP, Shapira S, Salvatore M, Westblade LF, Cushing M, Rennert H, Kriegel AJ, Elemento O, Imielinski M, Rice CM, Borczuk AC, Meydan C, Schwartz RE, Mason CE",2022 Feb 15,Cell reports. Medicine,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,24,11.7,['phs002525'],1
64,35136384,Loop-Mediated Isothermal Amplification Detection of SARS-CoV-2 and Myriad Other Applications.,"Moore KJM, Cahill J, Aidelberg G, Aronoff R, BektaÅŸ A, Bezdan D, Butler DJ, Chittur SV, Codyre M, Federici F, Tanner NA, Tighe SW, True R, Ware SB, Wyllie AL, Afshin EE, Bendesky A, Chang CB, Dela Rosa R 2nd, Elhaik E, Erickson D, Goldsborough AS, Grills G, Hadasch K, Hayden A, Her SY, Karl JA, Kim CH, Kriegel AJ, Kunstman T, Landau Z, Land K, Langhorst BW, Lindner AB, Mayer BE, McLaughlin LA, McLaughlin MT, Molloy J, Mozsary C, Nadler JL, D'Silva M, Ng D, O'Connor DH, Ongerth JE, Osuolale O, Pinharanda A, Plenker D, Ranjan R, Rosbash M, Rotem A, Segarra J, SchÃ¼rer S, Sherrill-Mix S, Solo-Gabriele H, To S, Vogt MC, Yu AD, Mason CE, gLAMP Consortium",2021 Sep,Journal of biomolecular techniques : JBT,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,33,,['phs002525'],1
65,35136383,"A Rapid, Isothermal, and Point-of-Care System for COVID-19 Diagnostics.","Mozsary C, McCloskey D, Babler KM, Boza J, Butler D, Currall B, Williams S, Wiley A, Afshin EE, Grills GS, Sharkey ME, Premsrirut P, Solo-Gabriele H, Cardentey Y, Erickson D, Mason CE",2021 Sep,Journal of biomolecular techniques : JBT,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,9,,['phs002525'],1
66,35132260,Curated variation benchmarks for challenging medically relevant autosomal genes.,"Wagner J, Olson ND, Harris L, McDaniel J, Cheng H, Fungtammasan A, Hwang YC, Gupta R, Wenger AM, Rowell WJ, Khan ZM, Farek J, Zhu Y, Pisupati A, Mahmoud M, Xiao C, Yoo B, Sahraeian SME, Miller DE, JÃ¡spez D, Lorenzo-Salazar JM, MuÃ±oz-Barrera A, Rubio-RodrÃ­guez LA, Flores C, Narzisi G, Evani US, Clarke WE, Lee J, Mason CE, Lincoln SE, Miga KH, Ebbert MTW, Shumate A, Li H, Chin CS, Zook JM, Sedlazeck FJ",2022 May,Nature biotechnology,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,105,33.1,['phs002525'],1
67,34504351,Performance assessment of DNA sequencing platforms in the ABRF Next-Generation Sequencing Study.,"Foox J, Tighe SW, Nicolet CM, Zook JM, Byrska-Bishop M, Clarke WE, Khayat MM, Mahmoud M, Laaguiby PK, Herbert ZT, Warner D, Grills GS, Jen J, Levy S, Xiang J, Alonso A, Zhao X, Zhang W, Teng F, Zhao Y, Lu H, Schroth GP, Narzisi G, Farmerie W, Sedlazeck FJ, Baldwin DA, Mason CE",2021 Sep,Nature biotechnology,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,76,33.1,['phs002525'],1
68,34375259,Lessons learned from SARS-CoV-2 measurements in wastewater.,"Sharkey ME, Kumar N, Mantero AMA, Babler KM, Boone MM, Cardentey Y, Cortizas EM, Grills GS, Herrin J, Kemper JM, Kenney R, Kobetz E, Laine J, Lamar WE, Mader CC, Mason CE, Quintero AZ, Reding BD, Roca MA, Ryon K, Solle NS, SchÃ¼rer SC, Shukla B, Stevenson M, Stone T, Tallon JJ Jr, Venkatapuram SS, Vidovic D, Williams SL, Young B, Solo-Gabriele HM",2021 Dec 1,The Science of the total environment,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,38,8.2,['phs002525'],1
69,34043940,A global metagenomic map of urban microbiomes and antimicrobial resistance.,"Danko D, Bezdan D, Afshin EE, Ahsanuddin S, Bhattacharya C, Butler DJ, Chng KR, Donnellan D, Hecht J, Jackson K, Kuchin K, Karasikov M, Lyons A, Mak L, Meleshko D, Mustafa H, Mutai B, Neches RY, Ng A, Nikolayeva O, Nikolayeva T, Png E, Ryon KA, Sanchez JL, Shaaban H, Sierra MA, Thomas D, Young B, Abudayyeh OO, Alicea J, Bhattacharyya M, Blekhman R, Castro-Nallar E, CaÃ±as AM, Chatziefthimiou AD, Crawford RW, De Filippis F, Deng Y, Desnues C, Dias-Neto E, Dybwad M, Elhaik E, Ercolini D, Frolova A, Gankin D, Gootenberg JS, Graf AB, Green DC, Hajirasouliha I, Hastings JJA, Hernandez M, Iraola G, Jang S, Kahles A, Kelly FJ, Knights K, Kyrpides NC, Åabaj PP, Lee PKH, Leung MHY, Ljungdahl PO, Mason-Buck G, McGrath K, Meydan C, Mongodin EF, Moraes MO, Nagarajan N, Nieto-Caballero M, Noushmehr H, Oliveira M, Ossowski S, Osuolale OO, Ã–zcan O, Paez-Espino D, Rascovan N, Richard H, RÃ¤tsch G, Schriml LM, Semmler T, Sezerman OU, Shi L, Shi T, Siam R, Song LH, Suzuki H, Court DS, Tighe SW, Tong X, Udekwu KI, Ugalde JA, Valentine B, Vassilev DI, Vayndorf EM, Velavan TP, Wu J, Zambrano MM, Zhu J, Zhu S, Mason CE, International MetaSUB Consortium",2021 Jun 24,Cell,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,198,45.5,['phs002525'],1
70,36905862,A photonic resonator interferometric scattering microscope for label-free detection of nanometer-scale objects with digital precision in point-of-use environments.,"Liu L, Tibbs J, Li N, Bacon A, Shepherd S, Lee H, Chauhan N, Demirci U, Wang X, Cunningham BT",2023 May 15,Biosensors & bioelectronics,phs002573,RADx-rad,Detection and Automatic Privacy-Protected Contact Tracing System Designed for COVID-19,6,10.7,['phs002573'],1
71,34039416,Characterization of the public transit air microbiome and resistome reveals geographical specificity.,"Leung MHY, Tong X, BÃ¸ifot KO, Bezdan D, Butler DJ, Danko DC, Gohli J, Green DC, Hernandez MT, Kelly FJ, Levy S, Mason-Buck G, Nieto-Caballero M, Syndercombe-Court D, Udekwu K, Young BG, Mason CE, Dybwad M, Lee PKH",2021 May 26,Microbiome,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,33,13.8,['phs002525'],1
72,33795001,A comprehensive metagenomics framework to characterize organisms relevant for planetary protection.,"Danko DC, Sierra MA, Benardini JN, Guan L, Wood JM, Singh N, Seuylemezian A, Butler DJ, Ryon K, Kuchin K, Meleshko D, Bhattacharya C, Venkateswaran KJ, Mason CE",2021 Apr 1,Microbiome,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,15,13.8,['phs002525'],1
73,37601294,Comparison of Electronegative Filtration to Magnetic Bead-Based Concentration and V2G-qPCR to RT-qPCR for Quantifying Viral SARS-CoV-2 RNA from Wastewater.,"Babler KM, Amirali A, Sharkey ME, Williams SL, Boone MM, Cosculluela GA, Currall BB, Grills GS, Laine J, Mason CE, Reding BD, SchÃ¼rer SC, Stevenson M, Vidovic D, Solo-Gabriele HM",2022 Nov 11,ACS ES&T water,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,16,4.8,['phs002525'],1
74,37502918,COVID-19 Case and Mortality Surveillance using Daily SARS-CoV-2 in Wastewater Samples adjusting for Meteorological Conditions and Sample pH.,"Abelson S, Penso J, Alsuliman B, Babler K, Sharkey M, Stevenson M, Grills G, Mason CE, Solo-Gabriele H, Kumar N",2023 Jul 12,medRxiv : the preprint server for health sciences,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,0,,['phs002525'],1
75,37216988,Monkeypox viral nucleic acids detected using both DNA and RNA extraction workflows.,"Sharkey ME, Babler KM, Shukla BS, Abelson SM, Alsuliman B, Amirali A, Comerford S, Grills GS, Kumar N, Laine J, Lee J, Lamar WE, Mason CE, Penso J, Reding BD, SchÃ¼rer SC, Stevenson M, VidoviÄ‡ D, Solo-Gabriele HM",2023 Sep 10,The Science of the total environment,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,12,8.2,['phs002525'],1
76,7160974,Content of some vitamins of the B-group in the stomach of young rats as compared to that of rat milk.,"Leclerc J, Miller ML",1982,International journal for vitamin and nutrition research. Internationale Zeitschrift fur Vitamin- und Ernahrungsforschung. Journal international de vitaminologie et de nutrition,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,N/A,2.0,['phs002525'],1
77,36623667,Degradation rates influence the ability of composite samples to represent 24-hourly means of SARS-CoV-2 and other microbiological target measures in wastewater.,"Babler KM, Sharkey ME, Abelson S, Amirali A, Benitez A, Cosculluela GA, Grills GS, Kumar N, Laine J, Lamar W, Lamm ED, Lyu J, Mason CE, McCabe PM, Raghavender J, Reding BD, Roca MA, SchÃ¼rer SC, Stevenson M, Szeto A, Tallon JJ Jr, VidoviÄ‡ D, Zarnegarnia Y, Solo-Gabriele HM",2023 Apr 1,The Science of the total environment,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,13,8.2,['phs002525'],1
78,36398131,"Relationships between SARS-CoV-2 in Wastewater and COVID-19 Clinical Cases and Hospitalizations, with and without Normalization against Indicators of Human Waste.","Zhan Q, Babler KM, Sharkey ME, Amirali A, Beaver CC, Boone MM, Comerford S, Cooper D, Cortizas EM, Currall BB, Foox J, Grills GS, Kobetz E, Kumar N, Laine J, Lamar WE, Mantero AMA, Mason CE, Reding BD, Robertson M, Roca MA, Ryon K, SchÃ¼rer SC, Shukla BS, Solle NS, Stevenson M, Tallon JJ Jr, Thomas C, Thomas T, VidoviÄ‡ D, Williams SL, Yin X, Solo-Gabriele HM",2022 Nov 11,ACS ES&T water,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,67,4.8,['phs002525'],1
79,36292799,Supervised Machine Learning Enables Geospatial Microbial Provenance.,"Bhattacharya C, Tierney BT, Ryon KA, Bhattacharyya M, Hastings JJA, Basu S, Bhattacharya B, Bagchi D, Mukherjee S, Wang L, Henaff EM, Mason CE",2022 Oct 21,Genes,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,3,2.8,['phs002525'],1
80,36202365,"Predicting COVID-19 cases using SARS-CoV-2 RNA in air, surface swab and wastewater samples.","Solo-Gabriele HM, Kumar S, Abelson S, Penso J, Contreras J, Babler KM, Sharkey ME, Mantero AMA, Lamar WE, Tallon JJ Jr, Kobetz E, Solle NS, Shukla BS, Kenney RJ, Mason CE, SchÃ¼rer SC, Vidovic D, Williams SL, Grills GS, Jayaweera DT, Mirsaeidi M, Kumar N",2023 Jan 20,The Science of the total environment,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,22,8.2,['phs002525'],1
81,35999570,Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome.,"Madrigal P, Singh NK, Wood JM, Gaudioso E, HernÃ¡ndez-Del-Olmo F, Mason CE, Venkateswaran K, Beheshti A",2022 Aug 24,Microbiome,phs002525,RADx-rad,SF-RAD: Development and Proof-of-Concept Implementation of the South Florida Miami RADx-rad SARS-CoV-2 Wastewater-Based Surveillance Infrastructure,20,13.8,['phs002525'],1
82,37098909,"Rhizobium Phage-Like Microvirus Genome Sequence Identified in Wastewater in Arizona, USA, in November 2020 Encodes an Endolysin and a Putative Multiheme Cytochrome c-like Protein.","Chapman AR, Wright JM, Kaiser NA, Jones PM, Driver EM, Halden RU, Varsani A, Scotch M, Faleye TOC",2023 May 17,Microbiology resource announcements,phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,1,0.7,['phs002527'],1
83,36493788,"Leveraging an established neighbourhood-level, open access wastewater monitoring network to address public health priorities: a population-based study.","Bowes DA, Driver EM, Kraberger S, Fontenele RS, Holland LA, Wright J, Johnston B, Savic S, Engstrom Newell M, Adhikari S, Kumar R, Goetz H, Binsfeld A, Nessi K, Watkins P, Mahant A, Zevitz J, Deitrick S, Brown P, Dalton R, Garcia C, Inchausti R, Holmes W, Tian XJ, Varsani A, Lim ES, Scotch M, Halden RU",2023 Jan,The Lancet. Microbe,phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,21,20.9,['phs002527'],1
84,36287087,"Complete Coding Sequences of Rhinovirus Types A46, A39, C56, and C48.","Collins CL, Faleye TOC, Kraberger S, Fontenele RS, Adams D, Adhikari S, Sandrolini H, Finnerty S, Halden RU, Scotch M, Varsani A",2022 Nov 17,Microbiology resource announcements,phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,0,0.7,['phs002527'],1
85,36203558,Impact of sample clarification by size exclusion on virus detection and diversity in wastewater-based epidemiology.,"Faleye TOC, Skidmore P, Elyaderani A, Adhikari S, Kaiser N, Smith A, Yanez A, Perleberg T, Driver EM, Halden RU, Varsani A, Scotch M",2022 Oct 25,medRxiv : the preprint server for health sciences,phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,1,,['phs002527'],1
86,36168937,Surveillance of rhinovirus diversity among a university community identifies multiple types from all three species including an unassigned rhinovirus A genotype.,"Faleye TOC, Elyaderani A, Skidmore P, Adhikari S, Smith A, Kaiser N, Sandrolini H, Finnerty S, Halden RU, Varsani A, Scotch M",2023 Jan,Influenza and other respiratory viruses,phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,1,4.3,['phs002527'],1
87,36043869,"Genome Sequence of a Microvirus Recovered from Wastewater in Arizona, USA, in October 2020, Encodes a Previously Undescribed DNA-Binding Protein.","Smith A, Kaiser N, Yanez A, Perleberg T, Elyaderani A, Skidmore P, Adhikari S, Driver EM, Halden RU, Varsani A, Scotch M, Faleye TOC",2022 Oct 20,Microbiology resource announcements,phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,0,0.7,['phs002527'],1
88,35972248,"Genome Sequences of Anelloviruses, Genomovirus, and Papillomavirus Isolated from Nasal Pharyngeal Swabs.","Collins CL, Kraberger S, Fontenele RS, Faleye TOC, Adams D, Adhikari S, Sandrolini H, Finnerty S, Halden RU, Scotch M, Varsani A",2022 Sep 15,Microbiology resource announcements,phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,1,0.7,['phs002527'],1
89,35714764,"Canine picornaviruses detected in wastewater in Arizona, USA 2019 and 2021.","Faleye TOC, Skidmore PT, Elyaderani A, Smith A, Kaiser N, Adhikari S, Yanez A, Perleberg T, Driver EM, Halden RU, Varsani A, Scotch M",2022 Sep,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,4,2.6,['phs002527'],1
90,35475464,"Detection of human, porcine and canine picornaviruses in municipal sewage sludge using pan-enterovirus amplicon-based long-read Illumina sequencing.","Faleye TOC, Driver EM, Bowes DA, Holm RH, Talley D, Yeager R, Bhatnagar A, Smith T, Varsani A, Halden RU, Scotch M",2022 Dec,Emerging microbes & infections,phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,6,8.4,['phs002527'],1
91,34607084,High-throughput sequencing of SARS-CoV-2 in wastewater provides insights into circulating variants.,"Fontenele RS, Kraberger S, Hadfield J, Driver EM, Bowes D, Holland LA, Faleye TOC, Adhikari S, Kumar R, Inchausti R, Holmes WK, Deitrick S, Brown P, Duty D, Smith T, Bhatnagar A, Yeager RA 2nd, Holm RH, von Reitzenstein NH, Wheeler E, Dixon K, Constantine T, Wilson MA, Lim ES, Jiang X, Halden RU, Scotch M, Varsani A",2021 Oct 15,Water research,phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,98,11.4,['phs002527'],1
92,34578384,"Wastewater-Based Epidemiology and Long-Read Sequencing to Identify Enterovirus Circulation in Three Municipalities in Maricopa County, Arizona, Southwest United States between June and October 2020.","Faleye TOC, Bowes DA, Driver EM, Adhikari S, Adams D, Varsani A, Halden RU, Scotch M",2021 Sep 10,Viruses,phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,16,3.8,['phs002527'],1
93,34388979,Use of hemagglutinin and neuraminidase amplicon-based high-throughput sequencing with variant analysis to detect co-infection and resolve identical consensus sequences of seasonal influenza in a university setting.,"Faleye TOC, Adams D, Adhikari S, Sandrolini H, Halden RU, Varsani A, Scotch M",2021 Aug 13,BMC infectious diseases,phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,3,3.4,['phs002527'],1
94,33501452,High-throughput sequencing of SARS-CoV-2 in wastewater provides insights into circulating variants.,"Fontenele RS, Kraberger S, Hadfield J, Driver EM, Bowes D, Holland LA, Faleye TOC, Adhikari S, Kumar R, Inchausti R, Holmes WK, Deitrick S, Brown P, Duty D, Smith T, Bhatnagar A, Yeager RA 2nd, Holm RH, von Reitzenstein NH, Wheeler E, Dixon K, Constantine T, Wilson MA, Lim ES, Jiang X, Halden RU, Scotch M, Varsani A",2021 Jan 25,medRxiv : the preprint server for health sciences,phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,27,,['phs002527'],1
95,33430521,Pan-Enterovirus Amplicon-Based High-Throughput Sequencing Detects the Complete Capsid of a EVA71 Genotype C1 Variant via Wastewater-Based Epidemiology in Arizona.,"Faleye TOC, Driver E, Bowes D, Adhikari S, Adams D, Varsani A, Halden RU, Scotch M",2021 Jan 7,Viruses,phs002527,RADx-rad,Bioinformatics Framework for Wastewater-based Surveillance of Infectious Diseases,11,3.8,['phs002527'],1
